426559582895230976	169403434	Bambino :D
416002744642576385	169403434	@JhonCristian â™¡ <<<
433073646857228288	1160520883	@Audreyy_torres mhmmm -.-
432407522633191424	1160520883	Ummm...
430936532803788800	1160520883	Ummm
430545447564767235	1160520883	@Monimaravilla19 *jk
427687490909007872	1160520883	Ewwww
425758433883590656	1160520883	@Audreyy_torres whoaaaa lol
424554794477293569	1160520883	@sanluispotoyees .?..
423228647290318848	1160520883	@Yessy1584G -.-
422945058975780864	1160520883	@sanluispotoyees *183... -.-
439420285779861504	772064250	Not Found
435980396875247616	772064250	Not Found
435939706337886208	772064250	Not Found
435589715454992384	772064250	Not Found
435334943174971392	772064250	Not Found
434134419578707968	772064250	Not Found
425477573829591041	772064250	Not Found
425467606682697728	772064250	Not Found
425377724681945088	772064250	Not Found
425327100866740224	772064250	Not Found
424469980436914178	772064250	Not Found
416474162341752832	772064250	Not Found
414677789170610176	772064250	Not Found
437826733731897346	1160520883	Work Tomorrow! 10 days till payday!;)
437817201672728577	1160520883	Today was fun!
437817125160251392	1160520883	Tired.
437447666486624257	1160520883	@Damaariz_ lmfao xD
437446886383812608	1160520883	@Damaariz_ #stopmexicangirls2014 lol
436711090999660545	1160520883	Anyone can tell you what you Need to be... but it's up to you to choose what You Want to be:)
436710510377979904	1160520883	Goes to show.. you either sit there & let others harsh words dictate your life.. or you challenge them & prove them wrong!:)
436710057418309632	1160520883	Might not be continuing w school but I'm happy w my life:) college ain't for everybody I'm more of a hands on laborer kind of person!
